path,region,format,granularity,elements,nrmse,cosine,estimated_packed_bytes,original_exact_zero_ratio,original_mean_absolute,original_maximum_absolute,original_standard_deviation,max_to_rms_proxy,quantized_zero_ratio
graph.model.1.conv,backbone_early,fixed-sd4,per_output_channel,73728,0.17792045863971387,0.9840448779811171,37376,0.0,0.02330748178064823,0.5169411897659302,0.041291698813438416,12.515872446661874,0.0892469584941864
graph.model.1.conv,backbone_early,exact-ternary,per_tensor,73728,0.613238800481547,0.7898976172720964,18436,0.0,0.02330748178064823,0.5169411897659302,0.041291698813438416,12.515872446661874,0.8704698085784912
graph.model.1.conv,backbone_early,twn-v3,per_output_filter,73728,0.6491550741319538,0.7606559720075636,18944,0.0,0.02330748178064823,0.5169411897659302,0.041291698813438416,12.515872446661874,0.5974799394607544
graph.model.1.conv,backbone_early,paper-twn-v2,per_tensor,73728,0.685896886245622,0.7276987852799383,18436,0.0,0.02330748178064823,0.5169411897659302,0.041291698813438416,12.515872446661874,0.594970703125
graph.model.10.cv1.conv,backbone_attention_safe,w8,per_output_channel,262144,0.013487111543537995,0.9999090888422839,264192,0.0,0.043783511966466904,1.2898530960083008,0.06277227401733398,20.531407711505707,0.02338409423828125
graph.model.10.cv1.conv,backbone_attention_safe,w7,per_output_channel,262144,0.027052503946403628,0.9996341203252459,231424,0.0,0.043783511966466904,1.2898530960083008,0.06277227401733398,20.531407711505707,0.04640960693359375
graph.model.10.cv1.conv,backbone_attention_safe,w6,per_output_channel,262144,0.053552139320377834,0.9985651568207964,198656,0.0,0.043783511966466904,1.2898530960083008,0.06277227401733398,20.531407711505707,0.08948898315429688
graph.model.10.cv1.conv,backbone_attention_safe,w5,per_output_channel,262144,0.10274300186461603,0.994708022846218,165888,0.0,0.043783511966466904,1.2898530960083008,0.06277227401733398,20.531407711505707,0.16219329833984375
graph.model.10.cv1.conv,backbone_attention_safe,w4,per_output_channel,262144,0.18082880313314373,0.9835147468927522,133120,0.0,0.043783511966466904,1.2898530960083008,0.06277227401733398,20.531407711505707,0.2557868957519531
graph.model.10.cv1.conv,backbone_attention_safe,fixed-sd4,per_output_channel,262144,0.18134603162746585,0.9834194019313766,133120,0.0,0.043783511966466904,1.2898530960083008,0.06277227401733398,20.531407711505707,0.044979095458984375
graph.model.10.cv1.conv,backbone_attention_safe,exact-ternary,per_tensor,262144,0.548746968815001,0.835988520438472,65540,0.0,0.043783511966466904,1.2898530960083008,0.06277227401733398,20.531407711505707,0.6270408630371094
graph.model.10.cv1.conv,backbone_attention_safe,twn-v3,per_output_filter,262144,0.5304476264760928,0.8477178142185754,67584,0.0,0.043783511966466904,1.2898530960083008,0.06277227401733398,20.531407711505707,0.4925651550292969
graph.model.10.cv1.conv,backbone_attention_safe,paper-twn-v2,per_tensor,262144,0.5630282796728779,0.8264376835414903,65540,0.0,0.043783511966466904,1.2898530960083008,0.06277227401733398,20.531407711505707,0.4995918273925781
graph.model.10.cv2.conv,backbone_attention_safe,w8,per_output_channel,262144,0.010576862112573438,0.9999442281828702,264192,0.0,0.020100854337215424,0.4675223231315613,0.027126675471663475,17.223197933653438,0.01727294921875
graph.model.10.cv2.conv,backbone_attention_safe,w7,per_output_channel,262144,0.02119085836148894,0.9997755090856497,231424,0.0,0.020100854337215424,0.4675223231315613,0.027126675471663475,17.223197933653438,0.033908843994140625
graph.model.10.cv2.conv,backbone_attention_safe,w6,per_output_channel,262144,0.04229457133586413,0.999105171724351,198656,0.0,0.020100854337215424,0.4675223231315613,0.027126675471663475,17.223197933653438,0.06529617309570312
graph.model.10.cv2.conv,backbone_attention_safe,w5,per_output_channel,262144,0.08172814965501302,0.9966547461308412,165888,0.0,0.020100854337215424,0.4675223231315613,0.027126675471663475,17.223197933653438,0.11848831176757812
graph.model.10.cv2.conv,backbone_attention_safe,w4,per_output_channel,262144,0.14648073709832352,0.989213548989991,133120,0.0,0.020100854337215424,0.4675223231315613,0.027126675471663475,17.223197933653438,0.19133377075195312
graph.model.10.cv2.conv,backbone_attention_safe,fixed-sd4,per_output_channel,262144,0.1842358937837284,0.9828821084623586,133120,0.0,0.020100854337215424,0.4675223231315613,0.027126675471663475,17.223197933653438,0.032329559326171875
graph.model.10.cv2.conv,backbone_attention_safe,exact-ternary,per_tensor,262144,0.5057826923083087,0.8626610310199465,65540,0.0,0.020100854337215424,0.4675223231315613,0.027126675471663475,17.223197933653438,0.5544319152832031
graph.model.10.cv2.conv,backbone_attention_safe,twn-v3,per_output_filter,262144,0.4799875340323681,0.8772753424212062,67584,0.0,0.020100854337215424,0.4675223231315613,0.027126675471663475,17.223197933653438,0.4720039367675781
graph.model.10.cv2.conv,backbone_attention_safe,paper-twn-v2,per_tensor,262144,0.5131406340492132,0.8583046126993656,65540,0.0,0.020100854337215424,0.4675223231315613,0.027126675471663475,17.223197933653438,0.46790313720703125
